city,city_code,state,state_code,region,region_code,flag_geography
Brawley,brawley,California,5,"Yuma, AZ-El Centro, CA",771,1
Brea,brea,California,5,"Los Angeles, CA",803,1
Brentwood,brentwood,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Bridgeport,bridgeport,California,5,"Reno, NV",811,1
Brisbane,brisbane,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Brookdale,brookdale,California,5,"Monterey-Salinas, CA",828,1
Buellton,buellton,California,5,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855,1
Buena Park,buena park,California,5,"Los Angeles, CA",803,1
Burbank,burbank,California,5,"Los Angeles, CA",803,1
Burlingame,burlingame,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Burney,burney,California,5,"Chico-Redding, CA",868,1
Burrel,burrel,California,5,"Fresno-Visalia, CA",866,1
Butte City,butte city,California,5,"Chico-Redding, CA",868,1
Buttonwillow,buttonwillow,California,5,"Bakersfield, CA",800,1
Byron,byron,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Cabazon,cabazon,California,5,"Los Angeles, CA",803,1
Calabasas,calabasas,California,5,"Los Angeles, CA",803,1
Calexico,calexico,California,5,"Yuma, AZ-El Centro, CA",771,1
California City,california city,California,5,"Los Angeles, CA",803,1
California Hot Springs,california hot springs,California,5,"Fresno-Visalia, CA",866,1
Calimesa,calimesa,California,5,"Los Angeles, CA",803,1
Calipatria,calipatria,California,5,"Yuma, AZ-El Centro, CA",771,1
Calistoga,calistoga,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Calpella,calpella,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Camarillo,camarillo,California,5,"Los Angeles, CA",803,1
Cambria,cambria,California,5,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855,1
Camino,camino,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Camp Pendleton North,camp pendleton north,California,5,"San Diego, CA",825,1
Campbell,campbell,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Campo,campo,California,5,"San Diego, CA",825,1
Camptonville,camptonville,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Canoga Park,canoga park,California,5,"Los Angeles, CA",803,1
Canyon,canyon,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Canyon Country,canyon country,California,5,"Los Angeles, CA",803,1
Capistrano Beach,capistrano beach,California,5,"Los Angeles, CA",803,1
Capitola,capitola,California,5,"Monterey-Salinas, CA",828,1
Cardiff,cardiff,California,5,"San Diego, CA",825,1
Carlsbad,carlsbad,California,5,"San Diego, CA",825,1
Carmel,carmel,California,5,"Monterey-Salinas, CA",828,1
Carmel Valley,carmel valley,California,5,"Monterey-Salinas, CA",828,1
Carmichael,carmichael,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Carpinteria,carpinteria,California,5,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855,1
Carson,carson,California,5,"Los Angeles, CA",803,1
Caruthers,caruthers,California,5,"Fresno-Visalia, CA",866,1
Castaic,castaic,California,5,"Los Angeles, CA",803,1
Castro Valley,castro valley,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Castroville,castroville,California,5,"Monterey-Salinas, CA",828,1
Cathedral City,cathedral city,California,5,"Palm Springs, CA",804,1
Cayucos,cayucos,California,5,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855,1
Cazadero,cazadero,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Cedar Glen,cedar glen,California,5,"Los Angeles, CA",803,1
Ceres,ceres,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Cerritos,cerritos,California,5,"Los Angeles, CA",803,1
Challenge,challenge,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Chatsworth,chatsworth,California,5,"Los Angeles, CA",803,1
Chester,chester,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Chicago Park,chicago park,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Chico,chico,California,5,"Chico-Redding, CA",868,1
Chinese Camp,chinese camp,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Chino,chino,California,5,"Los Angeles, CA",803,1
Chino Hills,chino hills,California,5,"Los Angeles, CA",803,1
Chowchilla,chowchilla,California,5,"Fresno-Visalia, CA",866,1
Chualar,chualar,California,5,"Monterey-Salinas, CA",828,1
Chula Vista,chula vista,California,5,"San Diego, CA",825,1
Citrus Heights,citrus heights,California,5,"Sacramento-Stockton-Modesto, CA",862,1
City of Industry,city of industry,California,5,"Los Angeles, CA",803,1
Claremont,claremont,California,5,"Los Angeles, CA",803,1
Clayton,clayton,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Clearlake,clearlake,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Clearlake Oaks,clearlake oaks,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Clements,clements,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Cloverdale,cloverdale,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Clovis,clovis,California,5,"Fresno-Visalia, CA",866,1
Coachella,coachella,California,5,"Palm Springs, CA",804,1
Coalinga,coalinga,California,5,"Fresno-Visalia, CA",866,1
Cobb,cobb,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Coleville,coleville,California,5,"Reno, NV",811,1
Colfax,colfax,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Coloma,coloma,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Colton,colton,California,5,"Los Angeles, CA",803,1
Columbia,columbia,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Colusa,colusa,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Compton,compton,California,5,"Los Angeles, CA",803,1
Concord,concord,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Copperopolis,copperopolis,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Corcoran,corcoran,California,5,"Fresno-Visalia, CA",866,1
Corning,corning,California,5,"Chico-Redding, CA",868,1
Corona,corona,California,5,"Los Angeles, CA",803,1
Corona Del Mar,corona del mar,California,5,"Los Angeles, CA",803,1
Coronado,coronado,California,5,"San Diego, CA",825,1
Corte Madera,corte madera,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Costa Mesa,costa mesa,California,5,"Los Angeles, CA",803,1
Cottonwood,cottonwood,California,5,"Chico-Redding, CA",868,1
Coulterville,coulterville,California,5,"Fresno-Visalia, CA",866,1
Covelo,covelo,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Covina,covina,California,5,"Los Angeles, CA",803,1
Crescent City,crescent city,California,5,"Eureka, CA",802,1
Crestline,crestline,California,5,"Los Angeles, CA",803,1
Crockett,crockett,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Crows Landing,crows landing,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Culver City,culver city,California,5,"Los Angeles, CA",803,1
Cupertino,cupertino,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Cypress,cypress,California,5,"Los Angeles, CA",803,1
Daggett,daggett,California,5,"Los Angeles, CA",803,1
Daly City,daly city,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Dana Point,dana point,California,5,"Los Angeles, CA",803,1
Danville,danville,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Davis,davis,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Death Valley,death valley,California,5,"Los Angeles, CA",803,1
Deer Park,deer park,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Del Mar,del mar,California,5,"San Diego, CA",825,1
Delano,delano,California,5,"Bakersfield, CA",800,1
Delhi,delhi,California,5,"Fresno-Visalia, CA",866,1
Del Rio,del rio,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Desert Center,desert center,California,5,"Los Angeles, CA",803,1
Diablo,diablo,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Diamond Bar,diamond bar,California,5,"Los Angeles, CA",803,1
Diamond Springs,diamond springs,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Dinuba,dinuba,California,5,"Fresno-Visalia, CA",866,1
Dixon,dixon,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Dorris,dorris,California,5,"Medford-Klamath Falls, OR",813,1
Dos Palos,dos palos,California,5,"Fresno-Visalia, CA",866,1
Downey,downey,California,5,"Los Angeles, CA",803,1
Downieville,downieville,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Duarte,duarte,California,5,"Los Angeles, CA",803,1
Dublin,dublin,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Ducor,ducor,California,5,"Fresno-Visalia, CA",866,1
Dunnigan,dunnigan,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Dunsmuir,dunsmuir,California,5,"Medford-Klamath Falls, OR",813,1
Durham,durham,California,5,"Chico-Redding, CA",868,1
Dutch Flat,dutch flat,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Earlimart,earlimart,California,5,"Fresno-Visalia, CA",866,1
Earp,earp,California,5,"Los Angeles, CA",803,1
Edison,edison,California,5,"Bakersfield, CA",800,1
Edwards,edwards,California,5,"Los Angeles, CA",803,1
El Cajon,el cajon,California,5,"San Diego, CA",825,1
El Centro,el centro,California,5,"Yuma, AZ-El Centro, CA",771,1
El Cerrito,el cerrito,California,5,"San Francisco-Oakland-San Jose, CA",807,1
El Dorado Hills,el dorado hills,California,5,"Sacramento-Stockton-Modesto, CA",862,1
El Granada,el granada,California,5,"San Francisco-Oakland-San Jose, CA",807,1
El Monte,el monte,California,5,"Los Angeles, CA",803,1
El Segundo,el segundo,California,5,"Los Angeles, CA",803,1
El Sobrante,el sobrante,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Eldridge,eldridge,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Elk,elk,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Elk Creek,elk creek,California,5,"Chico-Redding, CA",868,1
Elk Grove,elk grove,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Elmira,elmira,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Elverta,elverta,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Emeryville,emeryville,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Empire,empire,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Encinitas,encinitas,California,5,"San Diego, CA",825,1
Encino,encino,California,5,"Los Angeles, CA",803,1
Escalon,escalon,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Escondido,escondido,California,5,"San Diego, CA",825,1
Esparto,esparto,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Etna,etna,California,5,"Medford-Klamath Falls, OR",813,1
Eureka,eureka,California,5,"Eureka, CA",802,1
Exeter,exeter,California,5,"Fresno-Visalia, CA",866,1
Fair Oaks,fair oaks,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Fairfax,fairfax,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Fairfield,fairfield,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Fall River Mills,fall river mills,California,5,"Chico-Redding, CA",868,1
Fallbrook,fallbrook,California,5,"San Diego, CA",825,1
Farmersville,farmersville,California,5,"Fresno-Visalia, CA",866,1
Farmington,farmington,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Felton,felton,California,5,"Monterey-Salinas, CA",828,1
Ferndale,ferndale,California,5,"Eureka, CA",802,1
Fiddletown,fiddletown,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Fillmore,fillmore,California,5,"Los Angeles, CA",803,1
Firebaugh,firebaugh,California,5,"Fresno-Visalia, CA",866,1
Five Points,five points,California,5,"Fresno-Visalia, CA",866,1
Folsom,folsom,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Fontana,fontana,California,5,"Los Angeles, CA",803,1
Foothill Ranch,foothill ranch,California,5,"Los Angeles, CA",803,1
Forbestown,forbestown,California,5,"Chico-Redding, CA",868,1
Forest Knolls,forest knolls,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Forest Ranch,forest ranch,California,5,"Chico-Redding, CA",868,1
Foresthill,foresthill,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Forestville,forestville,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Fortuna,fortuna,California,5,"Eureka, CA",802,1
Fountain Valley,fountain valley,California,5,"Los Angeles, CA",803,1
Fowler,fowler,California,5,"Fresno-Visalia, CA",866,1
Frazier Park,frazier park,California,5,"Bakersfield, CA",800,1
Freedom,freedom,California,5,"Monterey-Salinas, CA",828,1
Fremont,fremont,California,5,"San Francisco-Oakland-San Jose, CA",807,1
French Gulch,french gulch,California,5,"Chico-Redding, CA",868,1
Fresno,fresno,California,5,"Fresno-Visalia, CA",866,1
Friant,friant,California,5,"Fresno-Visalia, CA",866,1
Fort Bragg,fort bragg,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Fort Irwin,fort irwin,California,5,"Los Angeles, CA",803,1
Fullerton,fullerton,California,5,"Los Angeles, CA",803,1
Fulton,fulton,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Galt,galt,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Garberville,garberville,California,5,"Eureka, CA",802,1
Garden Grove,garden grove,California,5,"Los Angeles, CA",803,1
Gardena,gardena,California,5,"Los Angeles, CA",803,1
Gazelle,gazelle,California,5,"Medford-Klamath Falls, OR",813,1
Georgetown,georgetown,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Geyserville,geyserville,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Gilroy,gilroy,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Glen Ellen,glen ellen,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Glendale,glendale,California,5,"Los Angeles, CA",803,1
Glendora,glendora,California,5,"Los Angeles, CA",803,1
Glennville,glennville,California,5,"Bakersfield, CA",800,1
Goleta,goleta,California,5,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855,1
Gonzales,gonzales,California,5,"Monterey-Salinas, CA",828,1
Granada Hills,granada hills,California,5,"Los Angeles, CA",803,1
Grand Terrace,grand terrace,California,5,"Los Angeles, CA",803,1
Grass Valley,grass valley,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Greenbrae,greenbrae,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Greenfield,greenfield,California,5,"Monterey-Salinas, CA",828,1
Greenville,greenville,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Greenwood,greenwood,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Grenada,grenada,California,5,"Medford-Klamath Falls, OR",813,1
Gridley,gridley,California,5,"Chico-Redding, CA",868,1
Grizzly Flats,grizzly flats,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Groveland,groveland,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Grover Beach,grover beach,California,5,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855,1
Guadalupe,guadalupe,California,5,"Santa Barbara-Santa Maria-San Luis Obispo, CA",855,1
Gualala,gualala,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Guerneville,guerneville,California,5,"San Francisco-Oakland-San Jose, CA",807,1
Guinda,guinda,California,5,"Sacramento-Stockton-Modesto, CA",862,1
Gustine,gustine,California,5,"Fresno-Visalia, CA",866,1
Hacienda Heights,hacienda heights,California,5,"Los Angeles, CA",803,1
